,zipcode,city,latitude,longitude,dist
13243,54340,Riol,49.8,6.78333,2526.0535658888994
13244,21717,Deinste,53.52661,9.44308,2954.2697379785
13245,16248,Parsteinsee,52.9334293347098,14.0499570846557,2999.349235213383
13246,8262,Morgenröthe-Rautenkranz,50.45,12.5167,2701.8702788900005
13247,95685,"Falkenberg, Oberpfalz",49.8667,12.2333,2636.3413977800005
13248,25560,Warringholz,54.079889,9.464331,3014.2079555298824
13249,41179,Mönchengladbach Rheindahlen,51.2,6.433330000000001,2662.8277348889005
13250,91287,Plech,49.65,11.4667,2596.60770889
13251,39524,Wust bei Schönhausen,52.55073,12.114189999999999,2908.332822889
13252,54646,"Bettingen, Eifel",49.95,6.4,2535.9625000000005
13253,94491,Hengersberg bei Deggendorf,48.7737,13.0515,2549.21546394
13254,7646,Meusebach,50.8167,11.7333,2720.0073277799997
13255,83737,Irschenberg Hinterholz bei Wörnsmühl,47.789062,11.912969,2425.713277234805
13256,83739,Irschenberg Hinterholz bei Wörnsmühl,47.789062,11.912969,2425.713277234805
13257,32825,"Blomberg, Lippe",51.9433,9.0907,2780.74724138
13258,23923,Roduchelstorf,53.82058000000001,10.9825499999999,3017.2712360388987
13259,4618,Ziegelheim,50.9259,12.5534,2751.0351423699994
13260,17139,Remplin,53.75366999999999,12.69726,3050.6774499764992
13261,64407,Fränkisch-Crumbach,49.7461,8.85861,2553.1494363420998
13262,9395,"Hormersdorf, Erzgebirge",50.6667,12.8833,2733.09390778
13263,67459,Böhl-Iggelheim,49.3806,8.303889999999999,2507.3982454921
13264,73776,Altbach (Württemberg),48.7333,9.38333,2462.9814107788998
13265,73430,Aalen (Württemberg),48.8333,10.1,2486.7011888899997
13266,73431,Aalen (Württemberg),48.8333,10.1,2486.7011888899997
13267,73432,Aalen (Württemberg),48.8333,10.1,2486.7011888899997
13268,73433,Aalen (Württemberg),48.8333,10.1,2486.7011888899997
13269,73434,Aalen (Württemberg),48.8333,10.1,2486.7011888899997
13270,89165,Dietenheim (Iller),48.2167,10.0667,2426.1886077800004
